ward,type,location,year,est_cost,id,address,lat,long,query
37,Sidewalk Menu,800 N TRIPP AVE,2018,28589.09,32896,800 N TRIPP AVE,41.89574732400007,-87.73226348199995,census
2,Sidewalk Menu,800 S STATE ST,2012,3394,1947,800 S STATE ST,41.871742778000055,-87.62761985599997,census
43,Miscellaneous CDOT Projects,800 W ALTGELD ST,2018,750,37945,800 W ALTGELD ST,41.92725796700006,-87.64923187399995,census
46,Street Lighting,800 W CUYLER AV,2006,40000,39784,800 W CUYLER AV,41.956024926000055,-87.64987075699997,census
44,Miscellaneous-CDOT,800 W Diversey,2010,17014,38252,800 W Diversey,41.9328424,-87.6492684,google
46,Sidewalk Menu,800 W HUTCHINSON ST,2017,3430.32,40118,800 W HUTCHINSON ST,41.95930107000004,-87.64998694599996,census
18,Sidewalk Menu,8000 S ARTESIAN AVE,2021,12173.91,16150,8000 S ARTESIAN AVE,41.74812102000004,-87.68402466899994,census
21,Sidewalk Menu,8000 S CARPENTER ST,2019,19719.95,18273,8000 S CARPENTER ST,41.748583858000075,-87.65005257699994,census
7,Guardrail Menu,8000 S ESSEX AV,2007,1211,5163,8000 S ESSEX AV,41.749835209000025,-87.56377886799999,census
17,Alley Apron Menu,8000 S HARVARD AVE,2018,28951.39,15230,8000 S HARVARD AVE,41.74883743200007,-87.63304444099998,census
21,Street Speed Hump Menu,8000 S HERMITAGE AVE,2017,3700,18179,8000 S HERMITAGE AVE,41.74834602100003,-87.66703501799998,census
8,Sidewalk Menu,8000 S LUELLA AVE,2022,16359.03,6586,8000 S LUELLA AVE,41.749721505000025,-87.56985988099996,census
18,Sidewalk Menu,8000 S SAWYER AVE,2020,11120.99,16110,8000 S SAWYER AVE,41.74781509600007,-87.70356131199998,census
8,Street Lighting,8000 S UNIVERSITY AVE,2011,350,6145,8000 S UNIVERSITY AVE,41.74935355700006,-87.59667683299995,census
18,Sidewalk Menu,8001 S ARTESIAN AVE,2021,2903.96,16151,8001 S ARTESIAN AVE,41.74812120000007,-87.68400997499998,census
18,Sidewalk Menu,8001 S Francisco Ave,2012,1576,15845,8001 S Francisco Ave,41.74795227800007,-87.69500436499999,census
21,Sidewalk Menu,8001 S GREEN ST,2020,36000.57,18348,8001 S GREEN ST,41.74865614200007,-87.64518827499995,census
18,Street Lighting,8001 S SACRAMENTO AV,2010,400,15775,8001 S SACRAMENTO AV,41.747912074000055,-87.69744845599996,census
18,Sidewalk Menu,8001 S SACRAMENTO AVE,2018,4706.91,16045,8001 S SACRAMENTO AVE,41.747912074000055,-87.69744845599996,census
27,Sidewalk Menu,801 N SEDGWICK ST,2021,428.52,23925,801 N SEDGWICK ST,41.89743036100003,-87.63869857399999,census
27,Alley Resurfacing Menu (1-1),801 N TRUMBULL AVE,2017,32528.38,23784,801 N TRUMBULL AVE,41.89553374600007,-87.71264745999997,census
24,Bollard Menu,801 S HOMAN AV,2008,1428,20784,801 S HOMAN AV,41.87087265500003,-87.71067977299998,census
17,Alley Apron Menu,8011 S STEWART AVE,2018,28671.57,15229,8011 S STEWART AVE,41.748661440000035,-87.63423633799994,census
21,Sidewalk Menu,8015 S HERMITAGE AVE,2018,16463.96,18202,8015 S HERMITAGE AVE,41.74812730900004,-87.66701310699995,census
18,Sidewalk Menu,8019 S KEELER AVE,2022,5569.25,16206,8019 S KEELER AVE,41.74732320900006,-87.72660387099995,census
8,Miscellaneous CDOT Projects,8020 S INGLESIDE AVE,2021,450,6527,8020 S INGLESIDE AVE,41.74903713200007,-87.60148879199994,census
13,Pole Painting,8020 S PULASKI RD,2006,200,10487,8020 S PULASKI RD,41.74715653700008,-87.72183866999995,census
8,Sidewalk Menu,8021 S HARPER AVE,2018,3485.83,6429,8021 S HARPER AVE,41.74919312500003,-87.58713144999996,census
8,Sidewalk Menu,8022 S JEFFERY BLVD,2017,1065.37,6395,8022 S JEFFERY BLVD,41.74930249000005,-87.57594692999999,census
21,Sidewalk Menu,8024 S ADA ST,2019,5397.3,18283,8024 S ADA ST,41.74810437600007,-87.65731910099998,census
36,Chicago Park District,8029 W FOREST PRESERVE AVE Shabbona Park,2013,275000,31777,8029 W FOREST PRESERVE AVE Shabbona Park,41.944218540000065,-87.82729849399999,census
38,Hiawatha Park Lighting,8029 W FOREST PRESERVE AVE,2022,420000,33940,8029 W FOREST PRESERVE AVE,41.94422428000007,-87.82728653399994,census
6,Curb & Gutter Menu,8035 S INDIANA AVE,2019,9377.91,4942,8035 S INDIANA AVE,41.74852992700005,-87.61968974199993,census
17,Street Light Upgrade Menu,8039 S PRINCETON AVE,2018,500,15254,8039 S PRINCETON AVE,41.74826726100008,-87.63180127099997,census
13,Guardrail Menu,8042 S KILPATRICK AV,2006,400,10438,8042 S KILPATRICK AV,41.74655075600003,-87.73824080699995,census
21,Sidewalk Menu,8055 S SANGAMON ST,2018,4024.24,18200,8055 S SANGAMON ST,41.74777922000004,-87.64759071199995,census
8,Street Cul-de-Sac Menu,8057 S CONSTANCE AV,2009,22285,6098,8057 S CONSTANCE AV,41.74867694500006,-87.57997970299994,census
17,Alley Apron Menu,8057 S HONORE ST,2018,29916.86,15222,8057 S HONORE ST,41.7467819,-87.669124299999993,google
17,Alley Apron Menu,8057 S WOLCOTT AVE,2018,30674.16,15225,8057 S WOLCOTT AVE,41.74740604600004,-87.67063222999997,census
17,Curb & Gutter Menu,8058 S WOLCOTT AVE,2022,13043.37,15373,8058 S WOLCOTT AVE,41.74737399700007,-87.67064622099997,census
18,Bollard Menu,8059 S KEDZIE AVE,2021,516.39,16136,8059 S KEDZIE AVE,41.7463495,-87.7019625,google
17,Sidewalk Menu,8059 S YALE AVE,2016,10222.02,15150,8059 S YALE AVE,41.74795536100004,-87.63058270999994,census
28,Alley Speed Hump Menu,806 S LEAVITT ST,2019,2100,24698,806 S LEAVITT ST,41.8711098,-87.6815214,google
43,Sidewalk Menu,806 W WEBSTER AVE,2016,16891.2,37845,806 W WEBSTER AVE,41.92181786200007,-87.64898637299996,census
18,Sidewalk Menu,8062 S SPAULDING AVE,2019,15688.38,16073,8062 S SPAULDING AVE,41.7462647,-87.705029,google
49,Sidewalk Menu  1,807 W LUNT AVE,2019,2237,42921,807 W LUNT AVE,42.0092023,-87.6601245,google
2,Lake Shore Park Irrigation System,808 N LAKE SHORE DR,2019,113000,2358,808 N LAKE SHORE DR,41.89760831900003,-87.61759211699996,census
2,POD CAMERA: LAKE SHORE PARK,808 N LAKE SHORE DR,2019,24776,2362,808 N LAKE SHORE DR,41.89760831900003,-87.61759211699996,census
2,2 Tennis Court Resurfacing - 808 N Lake Shore Drive,808 N LAKE SHORE DR,2022,50000,2458,808 N LAKE SHORE DR,41.89760831900003,-87.61759211699996,census
2,Lake Shore Park Outdoor Fitness Center,808 N LAKE SHORE DR,2022,25000,2474,808 N LAKE SHORE DR,41.89760831900003,-87.61759211699996,census
2,Miscellaneous CDOT Projects,808 N LAKE SHORE DR,2022,38234.16,2475,808 N LAKE SHORE DR,41.89760831900003,-87.61759211699996,census
46,Speed Indicator Signs,808 W HUTCHINSON ST,2022,14000,40286,808 W HUTCHINSON ST,41.95929649900006,-87.65011253999995,census
46,Sidewalk Menu,809 W LAKESIDE PL,2019,5067.69,40191,809 W LAKESIDE PL,41.96824533400007,-87.65055003799995,census
43,Curb & Gutter Menu,809 W LILL AVE,2018,11075.22,37923,809 W LILL AVE,41.92816791000007,-87.64922482099996,census
43,Bus Pad,810 W FULLERTON AVE,2017,17064.1,37874,810 W FULLERTON AVE,41.9255449,-87.6491291,google
43,Alley Apron Menu,810 W WILLOW ST,2018,13631.34,37904,810 W WILLOW ST,41.9139189,-87.6488032,google
8,Bollard Menu,8100 S CONSTANCE AV,2009,3878,6073,8100 S CONSTANCE AV,41.7480531,-87.5799743,google
7,Sidewalk Menu,8100 S MARQUETTE AVE,2021,15983.01,5732,8100 S MARQUETTE AVE,41.7480544,-87.5591918,google
21,Sidewalk Menu,8100 S PRINCETON AVE,2019,30799.9,18270,8100 S PRINCETON AVE,41.7470403,-87.6320764,google
7,Bollard Menu,8100 S SOUTH SHORE DR,2009,630,5292,8100 S SOUTH SHORE DR,41.74819763700003,-87.54798361099995,census
18,Sidewalk Menu,8100 S WHIPPLE ST,2021,27474.97,16153,8100 S WHIPPLE ST,41.7460711,-87.6989528,google
8,Street Light Upgrade Menu,8101 S EUCLID AVE,2016,450,6368,8101 S EUCLID AVE,41.74781223300005,-87.57712118199998,census
17,Alley Apron Menu,8101 S HONORE ST,2018,28942.28,15223,8101 S HONORE ST,41.7465199,-87.6690742,google
17,Alley Apron Menu,8101 S WOLCOTT AVE,2018,27343.53,15224,8101 S WOLCOTT AVE,41.746477370000036,-87.67061009599996,census
8,Sidewalk Menu,8107 S BLACKSTONE AVE,2022,3196.08,6587,8107 S BLACKSTONE AVE,41.74757515600004,-87.58823532699995,census
21,Sidewalk Menu,8107 S MARSHFIELD AVE,2020,2315.81,18350,8107 S MARSHFIELD AVE,41.74646002600008,-87.66454356899999,census
41,Curb & Gutter Menu,8109 W CATHERINE AVE,2018,4275.91,36057,8109 W CATHERINE AVE,41.97733080800003,-87.82967745499997,census
17,Alley Apron Menu,8111 S DAMEN AVE,2019,27571.02,15271,8111 S DAMEN AVE,41.74619578100004,-87.67302421899996,census
21,Sidewalk Menu,8112 S GREEN ST,2016,7257.56,18097,8112 S GREEN ST,41.74664757100004,-87.64514446499999,census
21,Curb & Gutter Menu,8112 S PAULINA ST,2022,5251.47,18460,8112 S PAULINA ST,41.7462271,-87.6660906,google
21,Alley Speed Hump Menu,8112 S PAULINA ST,2022,1050,18454,8112 S PAULINA ST,41.7462271,-87.6660906,google
21,Bollard Menu,8114 S LA SALLE ST,2008,1428,17689,8114 S LA SALLE ST,41.74667423000005,-87.62814420499996,census
21,Sidewalk Menu,8114 S LA SALLE ST,2019,4986.89,18293,8114 S LA SALLE ST,41.74667423000005,-87.62814420499996,census
18,Sidewalk Menu,8114 S RICHMOND ST,2021,2183.45666666667,16154,8114 S RICHMOND ST,41.745549151000034,-87.69617987399994,census
21,Bollard Menu,8115 S WENTWORTH AV,2008,714,17693,8115 S WENTWORTH AV,41.74649176500003,-87.62918263199998,census
44,Street Light Upgrade,812 W BELMONT AVE,2015,400,38623,812 W BELMONT AVE,41.93997907600004,-87.64978439199996,census
8,Sidewalk Menu,8126 S BENNETT AVE,2017,4023.8,6394,8126 S BENNETT AVE,41.747434861000045,-87.57834087299995,census
21,Sidewalk Menu,8131 S RACINE AVE,2016,14107.71,18101,8131 S RACINE AVE,41.74623651400003,-87.65361215399997,census
24,Miscellaneous CDOT Projects,814 S KEELER AVE,2017,4077.515,21096,814 S KEELER AVE,41.8703297,-87.7304908,google
44,Alley Apron Menu,814 W ALDINE AVE,2017,10108.2,38697,814 W ALDINE AVE,41.941793603000065,-87.65042642399999,census
44,Alley Apron Menu,814 W GEORGE ST,2015,12154,38550,814 W GEORGE ST,41.93453918800003,-87.64983529499995,census
18,Sidewalk Menu,8140 S CLAREMONT AVE,2022,14021.43,16207,8140 S CLAREMONT AVE,41.74591390900008,-87.68157457799998,census
21,Sidewalk Menu,8145 S PEORIA ST,2017,3024.6,18146,8145 S PEORIA ST,41.74611793400004,-87.64632867199998,census
7,Miscellaneous Other Projects,8147 S EXCHANGE AVE,2018,120,5600,8147 S EXCHANGE AVE,41.747120159000076,-87.55279521299997,census
42,LPR w/ Existing Camera NE Corner 815 North Cambridge,815 N CAMBRIDGE AVE,2021,10971,37034,815 N CAMBRIDGE AVE,41.89671575700004,-87.64163037499998,census
27,POD CAMERA: 815 N. Drake Ave.,815 N DRAKE AVE,2019,24776,23865,815 N DRAKE AVE,41.896219133000045,-87.71510863199995,census
37,Alley Resurfacing Menu,815 N KILDARE AVE,2019,16613.475,32934,815 N KILDARE AVE,41.8957855,-87.7330262,google
44,Alley Apron Menu,815 W OAKDALE AVE,2017,8226.14,38692,815 W OAKDALE AVE,41.935440517000075,-87.64985963199996,census
21,Sidewalk Menu,8152 S ELIZABETH ST,2017,4506.93,18155,8152 S ELIZABETH ST,41.74588464800007,-87.65483224099995,census
21,Sidewalk Menu,8152 S LAFLIN ST,2017,3895.17,18152,8152 S LAFLIN ST,41.74579412600008,-87.66089824499994,census
18,Sidewalk Menu,8153 S CENTRAL PARK AVE,2017,3322.34,16002,8153 S CENTRAL PARK AVE,41.744379663000075,-87.71173189299998,census
18,Sidewalk Menu,8153 S FAIRFIELD AVE,2022,1731.65,16208,8153 S FAIRFIELD AVE,41.74537223300007,-87.69127612999995,census
7,Street Light Upgrade Menu,8154 S BURNHAM AVE,2021,500,5748,8154 S BURNHAM AVE,41.74724258500004,-87.55645962399996,census
8,Sidewalk Menu,8155 S EAST END AVE,2021,17196.14,6532,8155 S EAST END AVE,41.74639166700007,-87.58295163399998,census
21,Sidewalk Menu,8155 S PEORIA ST,2019,12724.27,18268,8155 S PEORIA ST,41.7453829,-87.6460312,google
44,Alley Apron Menu,816 W WOLFRAM ST,2017,8258.88,38689,816 W WOLFRAM ST,41.93361883100005,-87.64981049499994,census
46,Diagonal Parking Menu,817 W GRACE ST,2021,103542.76,40232,817 W GRACE ST,41.9510712,-87.6502682,google
9,Street Lighting,818 E 106TH ST,2011,600,6964,818 E 106TH ST,41.7021519,-87.6029969,google
46,Gill Park Playground Equipment,818 W SHERIDAN RD,2017,26951.95,40109,818 W SHERIDAN RD,41.95272982400007,-87.65121614299994,census
11,Street Light Upgrade,819 W 37TH PL,2014,400,8936,819 W 37TH PL,41.82658404100005,-87.64678079999999,census
44,Alley Apron Menu,819 W ALDINE AVE,2016,8576.24,38636,819 W ALDINE AVE,41.94178600400005,-87.65011668799997,census
20,Sidewalk Menu - Change Order,820 E Marquette Rd,2008,922,17021,820 E Marquette Rd,41.77497432300004,-87.60503987299995,census
21,Sidewalk Menu,8200 S ADA ST,2021,18862.61,18403,8200 S ADA ST,41.74484068000004,-87.65723453199996,census
21,Sidewalk Menu,8200 S ELIZABETH ST,2019,14010.84,18269,8200 S ELIZABETH ST,41.744876859000044,-87.65480651999997,census
7,Sidewalk Menu,8200 S MANISTEE AVE,2022,20803.22,5778,8200 S MANISTEE AVE,41.746172759000046,-87.55765300499996,census
21,Sidewalk Menu,8200 S SANGAMON ST,2021,28446.71,18404,8200 S SANGAMON ST,41.74498169300006,-87.64752651499998,census
18,Sidewalk Menu,8200 S WASHTENAW AVE,2021,3272.87,16155,8200 S WASHTENAW AVE,41.744413284000075,-87.69005390999996,census
18,Sidewalk Menu,8200 S WHIPPLE ST,2021,3805.77,16156,8200 S WHIPPLE ST,41.74424140700006,-87.69858469099995,census
8,Sidewalk Menu,8201 S DORCHESTER AVE,2022,36695.81,6588,8201 S DORCHESTER AVE,41.74582174200003,-87.59047925399994,census
8,Miscellaneous CDOT Projects,8201 S INGLESIDE AVE,2021,150,6529,8201 S INGLESIDE AVE,41.745693724000034,-87.60137960399999,census
21,Curb & Gutter Menu,8201 S MARSHFIELD AVE,2019,26224.21,18247,8201 S MARSHFIELD AVE,41.74476939400006,-87.66450103599999,census
21,Sidewalk Menu,8201 S SANGAMON ST,2022,19252.64,18473,8201 S SANGAMON ST,41.744981962000054,-87.64751182399993,census
6,Sidewalk Menu,8206 S PRAIRIE AVE,2021,6665.52,5006,8206 S PRAIRIE AVE,41.74539914500008,-87.61800311599995,census
21,Curb & Gutter Menu,8210 S RACINE AVE,2022,16934.59,18461,8210 S RACINE AVE,41.744737179000026,-87.65358737899999,census
8,Street Lighting,8212 S DOBSON AVE,2011,700,6146,8212 S DOBSON AVE,41.745298717000026,-87.59889671999997,census
7,Street Light Upgrade Menu,8218 S KINGSTON AVE,2021,500,5749,8218 S KINGSTON AVE,41.74601106100005,-87.56250720299994,census
21,Curb & Gutter Menu,8218 S THROOP ST,2020,9084.8,18337,8218 S THROOP ST,41.74457523500007,-87.65601169099995,census
41,Curb & Gutter Menu,8219 W CATHERINE AVE,2018,4733.24,36053,8219 W CATHERINE AVE,41.97728186100005,-87.83256586099998,census
8,Miscellaneous CDOT Projects,8220 S ELLIS AVE,2022,150,6584,8220 S ELLIS AVE,41.74539487700008,-87.60017063999999,census
21,Street Light Upgrade Menu,8222 S CARPENTER ST,2021,500,18430,8222 S CARPENTER ST,41.74460324300003,-87.64994000299998,census
18,Street Light Upgrade Menu,8222 S RICHMOND ST,2017,500,16008,8222 S RICHMOND ST,41.743838639000046,-87.69613148999997,census
18,Alley Street Light Upgrade Menu,8223 S FAIRFIELD AVE,2016,450,15969,8223 S FAIRFIELD AVE,41.74412201900003,-87.69124851399994,census
18,Sidewalk Menu,8224 S TALMAN AVE,2017,1802.69,16007,8224 S TALMAN AVE,41.74381449400005,-87.68881962799998,census
18,Sidewalk Menu,8224 S TALMAN AVE,2018,2426.73,16040,8224 S TALMAN AVE,41.74381449400005,-87.68881962799998,census
18,Curb & Gutter Menu,8225 S KEDZIE AVE,2015,4152,15928,8225 S KEDZIE AVE,41.74380508000007,-87.70221846399994,census
18,Street Light Upgrade,8227 S ARTESIAN AVE,2012,350,15868,8227 S ARTESIAN AVE,41.743959464000056,-87.68397229599998,census
44,Street Light Upgrade Menu,823 W ROSCOE ST,2018,466.666666666667,38768,823 W ROSCOE ST,41.943595935000076,-87.65046089899994,census
7,Sidewalk Menu,8232 S COLFAX AVE,2021,3196.08,5733,8232 S COLFAX AVE,41.745859825000025,-87.56128673799998,census
21,Sidewalk Menu,8234 S LOOMIS BLVD,2017,23133.54,18142,8234 S LOOMIS BLVD,41.74429021900005,-87.65843319599998,census
21,Curb & Gutter Menu,8235 S MARSHFIELD AVE,2020,10875.62,18340,8235 S MARSHFIELD AVE,41.74395853000004,-87.66447916199996,census
18,Sidewalk Menu,8238 S LAWNDALE AVE,2022,19740.1,16209,8238 S LAWNDALE AVE,41.74302965000004,-87.71439802399999,census
18,Street Lighting,8239 S CAMPBELL AV,2009,5000,15703,8239 S CAMPBELL AV,41.74373208800006,-87.68518825199999,census
21,Sidewalk Menu,8239 S CARPENTER ST,2022,5457.8,18474,8239 S CARPENTER ST,41.74435425400003,-87.64991889699996,census
8,Sidewalk Menu,8239 S EVANS AVE,2016,3093.03,6360,8239 S EVANS AVE,41.745224301000064,-87.60627129499994,census
17,Alley Apron Menu,8242 S HONORE ST,2017,11112.67,15175,8242 S HONORE ST,41.744216487000074,-87.66935764999994,census
17,Alley Apron Menu,8244 S WOLCOTT AVE,2017,16259.16,15173,8244 S WOLCOTT AVE,41.74417697800004,-87.67057109099994,census
17,Alley Apron Menu,8245 S WOLCOTT AVE,2017,13424.22,15174,8245 S WOLCOTT AVE,41.74417717500006,-87.67055639799997,census
18,Sidewalk Menu,8247 S TALMAN AVE,2019,4258.62,16079,8247 S TALMAN AVE,41.743508073000044,-87.68879816999998,census
41,Curb & Gutter Menu,8247 W CATHERINE AVE,2018,4656.81,36054,8247 W CATHERINE AVE,41.97726724800003,-87.83345521499996,census
7,Miscellaneous CDOT Projects,8248 S BUFFALO AVE,2021,150,5724,8248 S BUFFALO AVE,41.74522172600007,-87.54428269399995,census
21,Alley Speed Hump Menu,8248 S LAFLIN ST,2015,700,18042,8248 S LAFLIN ST,41.74403552100006,-87.66085568799997,census
46,Gill Park Playground Equipment,825 W SHERIDAN RD,2016,23048.05,40076,825 W SHERIDAN RD,41.952733118000026,-87.65015533399998,census
46,Gill Park - Playground Improvements,825 W SHERIDAN RD,2018,25000,40145,825 W SHERIDAN RD,41.952733118000026,-87.65015533399998,census
46,Sidewalk Menu - Change Order,825 W Sheridan,2011,3330,39928,825 W Sheridan,41.952733118000026,-87.65015533399998,census
8,Guardrail Menu,8254 S LUELLA AV,2008,798,6015,8254 S LUELLA AV,41.74477481300005,-87.56978264499998,census
8,Street Light Upgrade Menu,8254 S PAXTON AVE,2020,500,6490,8254 S PAXTON AVE,41.74472803300006,-87.57099630999994,census
21,Bollard Menu,8259 S SANGAMON ST,2008,714,17690,8259 S SANGAMON ST,41.74407661500004,-87.64748686699994,census
11,Sidewalk Menu,826 W 35TH PL,2022,3786.92,9359,826 W 35TH PL,41.829705502000024,-87.64706196799995,census
28,Street Resurfacing Menu,828 S CLAREMONT AVE,2019,2977.96,24722,828 S CLAREMONT AVE,41.87088034800007,-87.68493645699994,census
44,Street Light Upgrade,828 W BUCKINGHAM PL,2014,500,38544,828 W BUCKINGHAM PL,41.94269893200004,-87.65060086799997,census
4,Street Light Upgrade Menu,829 E 47TH PL,2021,500,3793,829 E 47TH PL,41.80863028400006,-87.60575331299998,census
11,Street Light Upgrade,829 W 37TH PL,2014,400,8937,829 W 37TH PL,41.82658273700008,-87.64687661399995,census
44,Alley Resurfacing Menu,829 W NEWPORT AVE,2018,24631.91,38747,829 W NEWPORT AVE,41.94450930800008,-87.65044449699997,census
21,Sidewalk Menu,8300 S LA SALLE ST,2016,29660.55,18098,8300 S LA SALLE ST,41.74303255600006,-87.62804428599998,census
21,Sidewalk Menu,8300 S WOLCOTT AVE,2022,25383.57,18475,8300 S WOLCOTT AVE,41.742944124000076,-87.67054034699999,census
7,Street Light Upgrade Menu,8312 S CLYDE AVE,2021,500,5750,8312 S CLYDE AVE,41.743883993000054,-87.57341935399995,census
7,Street Light Upgrade Menu,8312 S CRANDON AVE,2022,500,5788,8312 S CRANDON AVE,41.74378440500004,-87.56855267699996,census
6,Bollard Menu,8312 S MICHIGAN AV,2009,1428,4698,8312 S MICHIGAN AV,41.74304945600005,-87.62117403699995,census
21,Curb & Gutter Menu,8314 S LA SALLE ST,2021,7061.2,18390,8314 S LA SALLE ST,41.74286902800003,-87.62804032999998,census
21,Alley Apron Menu,8314 S WINCHESTER AVE,2019,28124.01,18243,8314 S WINCHESTER AVE,41.74239709300008,-87.67174046399998,census
21,Sidewalk Menu,8315 S MARSHFIELD AVE,2019,12829.42,18255,8315 S MARSHFIELD AVE,41.74249376700004,-87.66444174699996,census
21,Sidewalk Menu,8319 S WINCHESTER AVE,2022,3470.79,18476,8319 S WINCHESTER AVE,41.74218642000005,-87.67172069099996,census
43,Miscellaneous CDOT Projects,832 W ARMITAGE AVE,2021,660,38046,832 W ARMITAGE AVE,41.91816729900006,-87.64982684799998,census
46,Sidewalk Menu,832 W HUTCHINSON ST,2021,5097.6,40249,832 W HUTCHINSON ST,41.95929337600006,-87.65049154099995,census
46,In-Road State Law Stop For Pedestrians Signs Menu,832 W SHERIDAN RD,2018,350,40146,832 W SHERIDAN RD,41.95272762700006,-87.65135457699995,census
46,In-Road State Law Stop For Pedestrians Signs Menu,832 W SHERIDAN RD,2019,350,40187,832 W SHERIDAN RD,41.95272762700006,-87.65135457699995,census
46,Speed Indicator Signs,832 W SHERIDAN RD,2019,7000,40197,832 W SHERIDAN RD,41.95272762700006,-87.65135457699995,census
21,Sidewalk Menu,8322 S ABERDEEN ST,2019,5146.69,18292,8322 S ABERDEEN ST,41.7425408,-87.6514304,google
10,Guardrail Menu,8324 S EXCHANGE AV,2007,3704,7711,8324 S EXCHANGE AV,41.743972,-87.551782,google
21,Sidewalk Menu,8324 S LA SALLE ST,2021,2315.81,18405,8324 S LA SALLE ST,41.7428421,-87.6282593,google
21,Sidewalk Menu,8330 S LA SALLE ST,2019,5620.72,18250,8330 S LA SALLE ST,41.7426485,-87.6282978,google
21,Sidewalk Menu,8330 S PERRY AVE,2019,5570.05,18291,8330 S PERRY AVE,41.7426761,-87.6271424,google
6,Sidewalk Menu,8331 S VERNON AVE,2022,4597.1,5051,8331 S VERNON AVE,41.74295313600004,-87.61307334299994,census
21,Sidewalk Menu,8336 S ADA ST,2020,11397.48,18360,8336 S ADA ST,41.7420411,-87.6575157,google
21,Sidewalk Menu,8340 S ABERDEEN ST,2019,2414.31,18294,8340 S ABERDEEN ST,41.7420388,-87.6513768,google
21,Sidewalk Menu,8344 S ADA ST,2020,10681.03,18361,8344 S ADA ST,41.7418146,-87.6574595,google
21,Curb & Gutter Menu,8344 S HALSTED ST,2021,152260.7,18391,8344 S HALSTED ST,41.742266346000065,-87.64380432399997,census
7,Sidewalk Menu,8344 S MERRILL AVE,2022,1998.09,5779,8344 S MERRILL AVE,41.74334356800006,-87.57219281099998,census
21,Curb & Gutter Menu,8345 S ABERDEEN ST,2022,1394.94,18462,8345 S ABERDEEN ST,41.74242187700003,-87.65108231599999,census
7,Miscellaneous Other Projects,8349 S SAGINAW AVE,2018,120,5600,8349 S SAGINAW AVE,41.74352743400004,-87.56002037199994,census
1,Alley Resurfacing Menu,835 N HERMITAGE AVE,2022,16403.485,987,835 N HERMITAGE AVE,41.8970555,-87.6707694,google
6,Sidewalk Menu,8350 S COTTAGE GROVE AVE,2021,36323.92,5007,8350 S COTTAGE GROVE AVE,41.7424213,-87.6052928,google
18,Miscellaneous-CDOT,8352 S. Pulaski,2007,6261,15546,8352 S. Pulaski,41.7406121,-87.7219756,google
21,Sidewalk Menu,8354 S ADA ST,2019,9814.79,18259,8354 S ADA ST,41.7415814,-87.6574595,google
21,Sidewalk Menu,8354 S WINCHESTER AVE,2020,5084.44,18356,8354 S WINCHESTER AVE,41.7413771,-87.6720167,google
21,Sidewalk Menu,8359 S ELIZABETH ST,2017,28790.6,18145,8359 S ELIZABETH ST,41.74213056800005,-87.65471821799997,census
1,Sidewalk Menu,836 N GREENVIEW AVE,2018,854.49,816,836 N GREENVIEW AVE,41.89713216200005,-87.66494054499998,census
1,Sidewalk Menu,836 N GREENVIEW AVE,2019,3036.14,864,836 N GREENVIEW AVE,41.89713216200005,-87.66494054499998,census
29,Street Speed Hump Menu,836 N PARKSIDE AVE,2017,1850,25299,836 N PARKSIDE AVE,NA,NA,census
26,Sidewalk Menu,836 N ROCKWELL ST,2020,20720.7,23033,836 N ROCKWELL ST,41.89677092000005,-87.69180595699999,census
11,Street Light Upgrade Menu,836 W CULLERTON ST,2021,500,9298,836 W CULLERTON ST,41.855339625000056,-87.64755811599997,census
8,Street Light Upgrade,837 E 88TH PL,2012,350,6203,837 E 88TH PL,41.733925586000055,-87.60355645599998,census
11,Street Light Upgrade,837 W 37TH PL,2014,400,8934,837 W 37TH PL,41.826581634000036,-87.64695768599995,census
43,Sidewalk Menu,838 W ALTGELD ST,2016,11371.42,37843,838 W ALTGELD ST,41.92725183500005,-87.64994937999995,census
44,Curb & Gutter Menu,838 W CORNELIA AVE,2015,1410,38571,838 W CORNELIA AVE,41.94545632100005,-87.65104274299995,census
10,Street Light Upgrade Menu,8390 S BOND AVE,2018,720,8294,8390 S BOND AVE,41.74236261500005,-87.54786438799994,census
27,Sidewalk Menu,840 W RANDOLPH ST,2022,10001.44,23965,840 W RANDOLPH ST,41.88450240200007,-87.64884275999998,census
8,Sidewalk Menu,8400 S CONSTANCE AVE,2018,17440.43,6431,8400 S CONSTANCE AVE,41.742320568000025,-87.57945932799998,census
21,Curb & Gutter Menu,8400 S HONORE ST,2018,9292.55,18193,8400 S HONORE ST,41.740245755000046,-87.66925846399994,census
21,Sidewalk Menu,8400 S WOOD ST,2022,30768.38,18478,8400 S WOOD ST,41.7410282,-87.6683558,google
8,Floodlight Menu,8401 S CREGIER AVE,2022,950,6580,8401 S CREGIER AVE,41.74241368000003,-87.58067714299995,census
21,Curb & Gutter Menu,8401 S HONORE ST,2021,24355.61,18392,8401 S HONORE ST,41.741026402000045,-87.66926343499995,census
21,Miscellaneous CDOT Projects,8401 S HONORE ST,2022,660,18466,8401 S HONORE ST,41.741026402000045,-87.66926343499995,census
10,Street Light Upgrade Menu,8404 S BAKER AVE,2018,720,8294,8404 S BAKER AVE,41.74186527100005,-87.54770980899997,census
10,Bollard Menu,8406 S BAKER AVE,2022,9889.58,8487,8406 S BAKER AVE,41.741852943000026,-87.54768857699997,census
