ward,type,location,year,est_cost,id,point_location
49,Miscellaneous-CDOT,N ROGERS AV & N ASHLAND AV,2009,400,39205,N ROGERS AV & N ASHLAND AV
49,Street Resurface Menu - Change Orde,Greenview & Morse to Howard,2009,1210,39218,Greenview & Morse to Howard
49,Alley Apron Menu,N ROGERS AVE & W JARVIS AV (7401 N),2011,8768,39272,N ROGERS AVE & W JARVIS AV (7401 N)
49,Alley Apron Menu,W LUNT AVE & N RAVENSWOOD AV (1800 W),2011,20190,39273,W LUNT AVE & N RAVENSWOOD AV (1800 W)
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W ESTES AVE,2011,800,39278,N CLARK ST & W ESTES AVE
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W CHASE AVE,2011,410,39279,N CLARK ST & W CHASE AVE
49,In-Road State Law Stop for Pedestrians S,N CLARK ST & W FARWELL AVE,2011,800,39280,N CLARK ST & W FARWELL AVE
49,In-Road State Law Stop for Pedestrians S,N LAKEWOOD AVE & W DEVON AVE,2011,475,39281,N LAKEWOOD AVE & W DEVON AVE
49,Sidewalk Menu,W MORSE AVEDead End (1169 W) & N SHERIDAN RD (1230 W),2011,5039,39289,W MORSE AVEDead End (1169 W) & N SHERIDAN RD (1230 W)
49,Street Resurface Menu,W PRATT BLVDDead End (1124 W) & N SHERIDAN RD (1206 W),2011,56582,39300,W PRATT BLVDDead End (1124 W) & N SHERIDAN RD (1206 W)
49,In-Road State Law Stop,N RIDGE BLVD & W FARGO AVE,2012,550,39317,N RIDGE BLVD & W FARGO AVE
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2012,950,39318,N CLARK ST & W ESTES AVE
49,In-Road State Law Stop,W DEVON AVE & N LAKEWOOD AVE,2012,475,39319,W DEVON AVE & N LAKEWOOD AVE
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2012,1100,39320,N CLARK ST & W FARWELL AVE
49,In-Road State Law Stop,W DEVON AVE & N NEWGARD AVE,2012,550,39321,W DEVON AVE & N NEWGARD AVE
49,Pavement Markings,N CLARK ST & W CHASE AVE,2012,1100,39322,N CLARK ST & W CHASE AVE
49,In-Road State Law Stop,N RIDGE BLVD & W ESTES AVE,2013,950,39360,N RIDGE BLVD & W ESTES AVE
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2013,1100,39361,W HOWARD ST & N BOSWORTH AVE
49,In-Road State Law Stop,W CHASE AVE & N CLARK ST,2013,550,39362,W CHASE AVE & N CLARK ST
49,In-Road State Law Stop,N RIDGE BLVD & W FARGO AVE,2013,550,39363,N RIDGE BLVD & W FARGO AVE
49,Street Light Upgrade,W JUNEWAY TER & N PAULINA ST,2013,6500,39405,W JUNEWAY TER & N PAULINA ST
49,In-Road State Law Stop,N CLARK ST & W ESTES AVE,2014,950,39410,N CLARK ST & W ESTES AVE
49,In-Road State Law Stop,N CLARK ST & W FARWELL AVE,2014,950,39411,N CLARK ST & W FARWELL AVE
49,Miscellaneous Other,N SHERIDAN RD & W FARWELL AVE,2014,36750,39412,N SHERIDAN RD & W FARWELL AVE
49,Street Light Upgrade,N CLARK ST & W TOUHY AVE,2014,1600,39425,N CLARK ST & W TOUHY AVE
49,In-Road State Law Stop,W HOWARD ST & N BOSWORTH AVE,2015,350,39447,W HOWARD ST & N BOSWORTH AVE
49,In-Road State Law Stop,N CLARK ST & W CHASE AVE,2015,350,39448,N CLARK ST & W CHASE AVE
49,Miscellaneous Other,N CLARK ST & N ROGERS AVE,2015,13950,39449,N CLARK ST & N ROGERS AVE
49,Street Resurfacing Menu,W BIRCHWOOD AVE & N EASTLAKE TER,2017,17211.2,39564,W BIRCHWOOD AVE & N EASTLAKE TER
49,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N CLARK ST & W JARVIS AVE,2018,48000,39597,N CLARK ST & W JARVIS AVE
49,Sculpture by Davis McCarty to be placed at Devon and Sheridan,N SHERIDAN RD & W DEVON AVE,2018,20000,39599,N SHERIDAN RD & W DEVON AVE
49,LED Traffic Signal Upgrades & Pedestrian Countdown Signal  N,CLARK ST & W JARVIS AVE,2019,5121.52,39633,CLARK ST & W JARVIS AVE
49,Miscellaneous CDOT Projects,N RIDGE BLVD & W FARGO AVE,2021,40879.32,39687,N RIDGE BLVD & W FARGO AVE
49,Sidewalk Menu,N GLENWOOD AVE & W PRATT BLVD,2021,2208.96,39709,N GLENWOOD AVE & W PRATT BLVD
49,Sidewalk Menu,N ROGERS AVE & N HONORE ST,2021,13720.43,39710,N ROGERS AVE & N HONORE ST
49,Arterial Street Bump Outs Menu,N CLARK ST & W FARWELL AVE,2022,31914.46,39732,N CLARK ST & W FARWELL AVE
49,LED Traffic Signal Upgrades & Pedestrian Countdown Signal,N RIDGE BLVD & W FARGO AVE,2022,8545.39,39738,N RIDGE BLVD & W FARGO AVE
50,In-Road State Law Stop for Pedestria,W DEVON AV & N ALBANY AV,2008,800,39828,W DEVON AV & N ALBANY AV
50,In-Road State Law Stop for Pedestria,W DEVON AV & N OAKLEY AV,2009,950,39845,W DEVON AV & N OAKLEY AV
50,In-Road State Law Stop for Pedestria,N OAKLEY AV & W TOUHY AV,2009,950,39846,N OAKLEY AV & W TOUHY AV
50,In-Road State Law Stop for Pedestria,W DEVON AV & N MAPLEWOOD AV,2009,800,39847,W DEVON AV & N MAPLEWOOD AV
50,Alley Speed Hump Menu,W ARTHUR AVEDEAD ENDN CLAREMONT AVE & N OAKLEY AVE,2011,1100,39868,W ARTHUR AVEDEAD ENDN CLAREMONT AVE & N OAKLEY AVE
50,In-Road State Law Stop,N OAKLEY AVE & W TOUHY AVE,2013,550,39925,N OAKLEY AVE & W TOUHY AVE
50,In-Road State Law Stop,W DEVON AVE & N ALBANY AVE,2013,550,39926,W DEVON AVE & N ALBANY AVE
50,In-Road State Law Stop,W DEVON AVE & N OAKLEY AVE,2013,550,39927,W DEVON AVE & N OAKLEY AVE
50,In-Road State Law Stop,N MAPLEWOOD AVE & W DEVON AVE,2013,950,39928,N MAPLEWOOD AVE & W DEVON AVE
50,Pavement Markings,W TOUHY AVE & N KEDZIE AVE,2014,7700,39962,W TOUHY AVE & N KEDZIE AVE
50,Pedestrian Refuge Island Menu,N WESTERN AVE & W MORSE AVE,2019,65951.5,40119,N WESTERN AVE & W MORSE AVE
50,Street Bump Outs Menu,W PRATT BLVD & N OAKLEY AVE,2020,80000,40137,W PRATT BLVD & N OAKLEY AVE
50,Sidewalk Menu,W PRATT BLVD & N MOZART ST,2021,12662.58,40161,W PRATT BLVD & N MOZART ST
50,Street Bump Outs Menu,N SACRAMENTO AVE & W JEROME ST,2021,7500,40162,N SACRAMENTO AVE & W JEROME ST
50,Street Resurfacing Menu,W GLENLAKE AVE & N BERNARD ST,2021,7189,40184,W GLENLAKE AVE & N BERNARD ST
50,Street Traffic Circle Menu,N SACRAMENTO AVE & W JARVIS AVE,2021,14460,40189,N SACRAMENTO AVE & W JARVIS AVE
50,Curb & Gutter Menu,N SACRAMENTO AVE & W GLENLAKE AVE,2022,30901.97,40193,N SACRAMENTO AVE & W GLENLAKE AVE
50,Street Bump Outs Menu,N BELL AVE & W ESTES AVE,2022,28784.75,40194,N BELL AVE & W ESTES AVE
50,Street Bump Outs Menu,N SACRAMENTO AVE & W CHASE AVE,2022,14130.98,40195,N SACRAMENTO AVE & W CHASE AVE
50,Street Resurfacing Menu,N ALBANY AVE & W PETERSON AVE,2022,50642.98,40198,N ALBANY AVE & W PETERSON AVE
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W PIERCE AVE,2017,60000,40234,N DAMEN AVE & W PIERCE AVE
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W LE MOYNE ST,2017,60000,40235,N DAMEN AVE & W LE MOYNE ST
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W PIERCE AVE,2018,9256.635,40236,N DAMEN AVE & W PIERCE AVE
1,Arterial Street Bump Outs Menu,N DAMEN AVE & W LE MOYNE ST,2018,9256.635,40237,N DAMEN AVE & W LE MOYNE ST
1,Alley Resurfacing Menu,W CHANAY ST & N POINT ST,2019,5571.145,40247,W CHANAY ST & N POINT ST
1,Alley Resurfacing Menu,W ALTGELD ST & N WESTERN AVE,2021,5081.48333333333,40263,W ALTGELD ST & N WESTERN AVE
2,Miscellaneous-Other,Prairie & 35 th,2008,2259.66666666667,40287,Prairie & 35 th
2,Miscellaneous-Other,Giles & 35 th,2008,2259.66666666667,40288,Giles & 35 th
2,Miscellaneous-Other,35 th & Calumet,2008,2259.66666666667,40289,35 th & Calumet
2,High Definition Camera Menu,N STATE ST & W PEARSON ST,2016,27011,40290,N STATE ST & W PEARSON ST
2,High Definition Camera Menu,W LE MOYNE ST & N LEAVITT ST,2016,27011,40291,W LE MOYNE ST & N LEAVITT ST
2,Street Light Pole for High Definition Camera Menu,N STATE PKWY & E GOETHE ST,2022,1500,40313,N STATE PKWY & E GOETHE ST
3,Alley Resurfacing Menu (1-1),S PRAIRIE AVE & E 35TH ST,2017,1846.755,40318,S PRAIRIE AVE & E 35TH ST
3,Alley Resurfacing Menu (1-1),S GILES AVE & E 37TH ST,2017,1846.755,40319,S GILES AVE & E 37TH ST
3,Alley Resurfacing Menu,W GARFIELD BLVD & S PRINCETON AVE,2017,4381.27,40320,W GARFIELD BLVD & S PRINCETON AVE
3,Alley Resurfacing Menu,S WELLS ST & W 57TH ST,2017,4381.27,40321,S WELLS ST & W 57TH ST
3,Left-Turn Arrow Menu,E 31ST ST & S STATE ST,2018,35000,40330,E 31ST ST & S STATE ST
3,Left-Turn Arrow Menu,W 31ST ST & S STATE ST,2018,35000,40331,W 31ST ST & S STATE ST
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & E 31ST ST,2021,19544.5555555556,40347,S STATE ST & E 31ST ST
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S LA SALLE ST & W 47TH ST,2021,19544.5555555556,40348,S LA SALLE ST & W 47TH ST
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S MICHIGAN AVE & E CERMAK RD,2021,19544.5555555556,40349,S MICHIGAN AVE & E CERMAK RD
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 53RD ST,2021,19544.5555555556,40350,S PRINCETON AVE & W 53RD ST
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S PRINCETON AVE & W 51ST ST,2021,19544.5555555556,40351,S PRINCETON AVE & W 51ST ST
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S STATE ST & W ROOSEVELT RD,2021,19544.5555555556,40352,S STATE ST & W ROOSEVELT RD
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WENTWORTH AVE & W GARFIELD BLVD,2021,19544.5555555556,40353,S WENTWORTH AVE & W GARFIELD BLVD
3,4 POD Cameras & 7 LPR on Existing Cameras: Various Locations,S WELLS ST & W,2021,19544.5555555556,40354,S WELLS ST & W
3,Sidewalk Menu,S DR MARTIN LUTHER KING JR DR & E 45TH ST,2021,11224.23,40362,S DR MARTIN LUTHER KING JR DR & E 45TH ST
3,Speed Indicator Signs,S STATE ST & E 18TH ST,2022,5500,40373,S STATE ST & E 18TH ST
4,Miscellaneous CDOT Projects,E OAKWOOD BLVD & S LAKE PARK AVE,2017,2100,40389,E OAKWOOD BLVD & S LAKE PARK AVE
4,Miscellaneous CDOT Projects,E 25TH ST & S DR MARTIN LUTHER KING JR DR,2017,2100,40390,E 25TH ST & S DR MARTIN LUTHER KING JR DR
4,2 POD CAMERAS - 53rd/Blackstone & 37th/Vincennes,S BLACKSTONE AVE & E 53RD ST,2018,27011,40393,S BLACKSTONE AVE & E 53RD ST
4,2 POD CAMERAS - 53rd/Blackstone & 37th/Vincennes,S VINCENNES AVE & E 37TH ST,2018,27011,40394,S VINCENNES AVE & E 37TH ST
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E 31ST DR & S LSD 31ST ST ER,2021,26356.4,40399,E 31ST DR & S LSD 31ST ST ER
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E 47TH DR & S LSD 47TH ST ER,2021,26356.4,40400,E 47TH DR & S LSD 47TH ST ER
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E 31ST ST & S RHODES AVE,2021,26356.4,40401,E 31ST ST & S RHODES AVE
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E OAKWOOD BLVD & S LSD OAKWOOD BL ER,2021,26356.4,40402,E OAKWOOD BLVD & S LSD OAKWOOD BL ER
4,2 POD Camera; 3 LPRs w/o Existing Camera - Various Locations,E 53RD ST & S LAKE PARK AVE,2021,26356.4,40403,E 53RD ST & S LAKE PARK AVE
4,Street Bump Outs Menu,S ELLIS AVE & E 41ST ST,2021,21970.035,40414,S ELLIS AVE & E 41ST ST
4,Sidewalk Menu,E 43RD ST & S GREENWOOD AVE,2022,8343.62666666667,40419,E 43RD ST & S GREENWOOD AVE
4,Sidewalk Menu,S LAKE PARK AVE & S GREENWOOD AVE,2022,8343.62666666667,40420,S LAKE PARK AVE & S GREENWOOD AVE
4,Sidewalk Menu,E 43RD ST & SLAKE PARK AVE,2022,8343.62666666667,40421,E 43RD ST & SLAKE PARK AVE
5,Street Bump Outs Menu,S EVERETT AVE & E 56TH ST,2020,6649.755,40463,S EVERETT AVE & E 56TH ST
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,E 67TH ST & S SOUTH SHORE DR,2021,35747,40467,E 67TH ST & S SOUTH SHORE DR
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,E 67TH ST & S JEFFERY DR,2021,35747,40468,E 67TH ST & S JEFFERY DR
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,E 57TH DR & S LAKE SHORE DR,2021,35747,40469,E 57TH DR & S LAKE SHORE DR
5,6 POD Cameras; 6 LPR on Existing Cameras: Various Locations,E 63RD ST & E HAYES DR,2021,35747,40472,E 63RD ST & E HAYES DR
5,Concrete Alley Menu,E 68TH ST & S CHAPPEL AVE,2021,117280.125,40473,E 68TH ST & S CHAPPEL AVE
6,2 POD CAMERA - 71st & Martin Luther King Dr,E 71ST ST & S DR MARTIN LUTHER KING JR DR,2018,27011,40485,E 71ST ST & S DR MARTIN LUTHER KING JR DR
6,2 POD CAMERA - 71st & Martin Luther King Dr,E 71ST ST & S C HAM PL AIN AVE,2018,27011,40486,E 71ST ST & S C HAM PL AIN AVE
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 79TH ST,2021,1317.6425,40497,S DR MARTIN LUTHER KING JR DR & E 79TH ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 71ST ST,2021,1317.6425,40498,S DR MARTIN LUTHER KING JR DR & E 71ST ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 87TH ST,2021,1317.6425,40499,S DR MARTIN LUTHER KING JR DR & E 87TH ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E,2021,1317.6425,40500,S DR MARTIN LUTHER KING JR DR & E
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 79TH ST,2022,3882.3575,40507,S DR MARTIN LUTHER KING JR DR & E 79TH ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 71ST ST,2022,3882.3575,40508,S DR MARTIN LUTHER KING JR DR & E 71ST ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E 87TH ST,2022,3882.3575,40509,S DR MARTIN LUTHER KING JR DR & E 87TH ST
6,Miscellaneous CDOT Projects,S DR MARTIN LUTHER KING JR DR & E,2022,3882.3575,40510,S DR MARTIN LUTHER KING JR DR & E
6,Miscellaneous CDOT Projects,S STATE ST & E 87TH ST,2022,5200,40512,S STATE ST & E 87TH ST
6,Miscellaneous CDOT Projects,S STATE ST & E 83RD ST,2022,5200,40513,S STATE ST & E 83RD ST
7,Bus Pad,E 93RD ST & S COLFAX AVE,2019,25290.27,40548,E 93RD ST & S COLFAX AVE
7,Sidewalk Menu,S CLYDE AVE & E 93RD ST,2020,11440.49,40549,S CLYDE AVE & E 93RD ST
7,Miscellaneous CDOT Projects,S BURLEY AVE & E 83RD ST,2021,150,40564,S BURLEY AVE & E 83RD ST
7,Miscellaneous CDOT Projects,S BURLEYAVE & E 83RD ST,2021,150,40565,S BURLEYAVE & E 83RD ST
8,2 POD Cameras: 88th & Dorchester; 91st & South Ellis,S DORCHESTER AVE & E 88TH ST,2021,24776,40597,S DORCHESTER AVE & E 88TH ST
8,2 POD Cameras: 88th & Dorchester; 91st & South Ellis,S ELLIS AVE & E 91ST ST,2021,24776,40598,S ELLIS AVE & E 91ST ST
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S DOBSON AVE & E 92ND ST,2021,10971,40599,S DOBSON AVE & E 92ND ST
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S STONY ISLAND AVE & E 95TH ST,2021,10971,40600,S STONY ISLAND AVE & E 95TH ST
8,3 LPR on POD Cameras: 95th & S Stony Island; 92nd & S Constance; 93rd & S Dobson,S CONSTANCE AVE & E 92ND ST,2021,10971,40601,S CONSTANCE AVE & E 92ND ST
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S DOBSON AVE & E 93RD ST,2021,24776,40602,S DOBSON AVE & E 93RD ST
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S STONY ISLAND AVE & E 95TH ST,2021,24776,40603,S STONY ISLAND AVE & E 95TH ST
8,3 POD Cameras: 93rd & S Dobson; 95th & South Stony Island; 92nd & S Constance,S CONSTANCE AVE & E 92ND ST,2021,24776,40604,S CONSTANCE AVE & E 92ND ST
8,Street Traffic Circle Menu,S AVALON AVE & E 85TH ST,2022,9964.095,40618,S AVALON AVE & E 85TH ST
9,Alley Speed Hump Menu,W 125TH PL & S STATE ST,2019,1400,40623,W 125TH PL & S STATE ST
9,Alley Speed Hump Menu,W 125TH ST & S STATE ST,2019,1400,40624,W 125TH ST & S STATE ST
10,POD Camera,E 96 & S Ave L,2006,36000,40643,E 96 & S Ave L
10,POD Camera,E 134 & S Brandon,2006,36000,40644,E 134 & S Brandon
10,POD Camera,E 107 & S Hoxie,2006,36000,40645,E 107 & S Hoxie
10,POD Camera,E 98 & S Muskegon,2006,36000,40646,E 98 & S Muskegon
10,POD Camera,108 th & Buffalo,2007,36000,40647,108 th & Buffalo
10,Street Light Upgrade Menu,S COMMERCIAL AVE & E 83RD ST,2018,720,40666,S COMMERCIAL AVE & E 83RD ST
10,Street Light Upgrade Menu,S BUFFALO AVE & E 84TH ST,2018,720,40669,S BUFFALO AVE & E 84TH ST
10,Street Light Upgrade Menu,S BURLEY AVE & E 84TH ST,2018,720,40671,S BURLEY AVE & E 84TH ST
10,Street Light Upgrade Menu,S BUFFALO AVE & E 92ND ST,2018,720,40672,S BUFFALO AVE & E 92ND ST
10,Concrete Alley Menu,E 111TH ST & S AVENUE G,2020,6333.33333333333,40686,E 111TH ST & S AVENUE G
10,Concrete Alley Menu,E 112TH ST & S,2020,6333.33333333333,40688,E 112TH ST & S
10,Street Resurfacing Menu,S GREEN BAY AVE & E 114TH ST,2021,6653.87,40706,S GREEN BAY AVE & E 114TH ST
10,Street Resurfacing Menu,S KREITER AVE & E 94TH ST,2021,13639.545,40708,S KREITER AVE & E 94TH ST
11,High Definition Camera Menu,W 29TH ST & S POPLAR AVE,2016,27011,40712,W 29TH ST & S POPLAR AVE
11,High Definition Camera Menu,W PERSHING RD & S WALLACE ST,2016,27011,40713,W PERSHING RD & S WALLACE ST
11,High Definition Camera Menu,W 32ND ST & S LITUANICA AVE,2016,27011,40714,W 32ND ST & S LITUANICA AVE
11,High Definition Camera Menu,S SHIELDS AVE & W 33RD ST,2016,27011,40715,S SHIELDS AVE & W 33RD ST
11,High Definition Camera Menu,W 35TH ST & S RACINE AVE,2016,27011,40716,W 35TH ST & S RACINE AVE
11,High Definition Camera Menu,W 36TH ST & S LITUANICA AVE,2016,27011,40717,W 36TH ST & S LITUANICA AVE
11,High Definition Camera Menu,S WELLS ST & W 34TH ST,2016,27011,40718,S WELLS ST & W 34TH ST
11,High Definition Camera Menu,W 31ST ST & S LITUANICA AVE,2016,27011,40719,W 31ST ST & S LITUANICA AVE
11,High Definition Camera Menu,W ROOT ST & S UNION AVE,2016,27011,40720,W ROOT ST & S UNION AVE
11,POD CAMERAS - 4 LOCATIONS,S KEELEY ST & W 31ST ST,2018,27011,40740,S KEELEY ST & W 31ST ST
11,POD CAMERAS - 4 LOCATIONS,S PRINCETON AVE & W 28TH PL,2018,27011,40741,S PRINCETON AVE & W 28TH PL
11,2 POD CAMERAS,W 14TH PL & S MORGAN ST,2019,24776,40760,W 14TH PL & S MORGAN ST
11,2 POD CAMERAS,S THROOP ST & S LYMAN ST,2019,24776,40761,S THROOP ST & S LYMAN ST
11,Sidewalk Menu,S LOWE AVE & W 35TH ST,2019,1713.915,40763,S LOWE AVE & W 35TH ST
11,2 POD Cameras & 2 LPR on Existing Cameras: 18th & Union; Canalport & Emerald,S UNION AVE & W 18TH ST,2021,35747,40776,S UNION AVE & W 18TH ST
11,2 POD Cameras & 2 LPR on Existing Cameras: 18th & Union; Canalport & Emerald,S CANALPORT AVE & S EMERALD AVE,2021,35747,40777,S CANALPORT AVE & S EMERALD AVE
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 26TH ST & S CANAL ST,2021,22015,40778,W 26TH ST & S CANAL ST
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 35TH ST & S WALLACE ST,2021,22015,40779,W 35TH ST & S WALLACE ST
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 43RD ST & S HALSTED ST,2021,22015,40780,W 43RD ST & S HALSTED ST
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WENTWORTH AVE,2021,22015,40781,W 31ST ST & S WENTWORTH AVE
11,4 POD Cameras; 1 LPR on Existing Camera: Various Locations,W 31ST ST & S WALLACE ST,2021,22015,40782,W 31ST ST & S WALLACE ST
11,5 LPR on Existing Cameras: Various Locations,W 31ST ST & S WALLACE ST,2021,10971,40783,W 31ST ST & S WALLACE ST
11,5 LPR on Existing Cameras: Various Locations,W 43RD ST & S HALSTED ST,2021,10971,40784,W 43RD ST & S HALSTED ST
11,5 LPR on Existing Cameras: Various Locations,S ARCHER AVE & S LOOMIS ST,2021,10971,40785,S ARCHER AVE & S LOOMIS ST
11,5 LPR on Existing Cameras: Various Locations,W 35TH ST & S WALLACE ST,2021,10971,40786,W 35TH ST & S WALLACE ST
11,5 LPR on Existing Cameras: Various Locations,W 26TH ST & S CANAL ST,2021,10971,40787,W 26TH ST & S CANAL ST
11,Alley Resurfacing Menu,W 24TH PL & S STEWART AVE,2021,8599.44,40788,W 24TH PL & S STEWART AVE
11,Alley Resurfacing Menu,W 24TH PL & S WENTWORTH AVE,2021,8599.44,40789,W 24TH PL & S WENTWORTH AVE
11,Concrete Alley Menu,S THROOP ST & S HILLOCK AVE,2021,33500,40797,S THROOP ST & S HILLOCK AVE
11,Concrete Alley Menu,S FARRELL ST & SHILLOCK AVE,2021,33500,40798,S FARRELL ST & SHILLOCK AVE
11,Street Traffic Circle Menu,W 28TH PL & S PRINCETON AVE,2021,15746.2857142857,40807,W 28TH PL & S PRINCETON AVE
11,Street Traffic Circle Menu,W 29TH ST & S WELLS ST,2021,15746.2857142857,40808,W 29TH ST & S WELLS ST
11,Street Traffic Circle Menu,W 32ND ST & S SHIELDS AVE,2021,15746.2857142857,40809,W 32ND ST & S SHIELDS AVE
11,Street Traffic Circle Menu,W 28TH PL & S WELLS ST,2021,15746.2857142857,40810,W 28TH PL & S WELLS ST
11,Street Traffic Circle Menu,W 29TH ST & S SHIELDS AVE,2021,15746.2857142857,40811,W 29TH ST & S SHIELDS AVE
11,Street Traffic Circle Menu,W 30TH ST & S SHIELDS AVE,2021,15746.2857142857,40812,W 30TH ST & S SHIELDS AVE
11,Viaduct Improvement Menu,ST & S PRINCETON AVE,2021,8364.395,40814,ST & S PRINCETON AVE
11,Alley Speed Hump Menu,S CANAL ST & W 30TH ST,2022,466.666666666667,40824,S CANAL ST & W 30TH ST
11,Alley Speed Hump Menu,S CANAL ST & W 31ST ST,2022,466.666666666667,40826,S CANAL ST & W 31ST ST
11,Concrete Alley Menu,S GRADY CT & W FULLER ST,2022,23333.3333333333,40828,S GRADY CT & W FULLER ST
11,Concrete Alley Menu,S GROVE ST & S LOCK ST,2022,23333.3333333333,40829,S GROVE ST & S LOCK ST
12,2 LPR on Existing Cameras: 1586 W 33rd St; 3109 S Archer Ave,W 33RD ST & S ASHLAND AVE,2021,10971,40884,W 33RD ST & S ASHLAND AVE
13,POD Camera,71 & Springfield,2007,24000,40911,71 & Springfield
13,Speed Indicator Signs,W MARQUETTE RD & S KOMENSKY AVE,2018,5000,40947,W MARQUETTE RD & S KOMENSKY AVE
13,Sidewalk Menu,S MULLIGAN AVE & W 62ND ST,2021,1319.535,40981,S MULLIGAN AVE & W 62ND ST
15,Floodlight Menu,S CAMPBELL AVE & W 44TH ST,2017,900,41056,S CAMPBELL AVE & W 44TH ST
15,Floodlight Menu,S SACRAMENTO AVE & W POPE JOHN PAUL II DR,2017,900,41057,S SACRAMENTO AVE & W POPE JOHN PAUL II DR
15,Street Traffic Circle Menu,W 64TH ST & S MARSHFIELD AVE,2020,10772.94,41200,W 64TH ST & S MARSHFIELD AVE
15,Street Traffic Circle Menu,W 64TH ST & S HERMITAGE AVE,2020,10772.94,41201,W 64TH ST & S HERMITAGE AVE
15,Street Traffic Circle Menu,W 64TH ST & S HONORE ST,2020,10772.94,41202,W 64TH ST & S HONORE ST
15,Street Traffic Circle Menu,W 64TH ST & S WINCHESTER AVE,2020,10772.94,41203,W 64TH ST & S WINCHESTER AVE
15,Street Traffic Circle Menu,W 65TH ST & S WOLCOTT AVE,2020,9704.16,41204,W 65TH ST & S WOLCOTT AVE
15,Street Traffic Circle Menu,W 65TH ST & S WOOD ST,2020,9704.16,41205,W 65TH ST & S WOOD ST
15,Street Traffic Circle Menu,W 65TH ST & S PAULINA ST,2020,9704.16,41206,W 65TH ST & S PAULINA ST
15,Street Traffic Circle Menu,W 66TH ST & S HONORE ST,2020,9651.765,41207,W 66TH ST & S HONORE ST
15,Street Traffic Circle Menu,W 66TH ST & S WINCHESTER AVE,2020,9651.765,41208,W 66TH ST & S WINCHESTER AVE
15,Street Traffic Circle Menu,W 66TH ST & S HERMITAGE AVE,2020,9651.765,41209,W 66TH ST & S HERMITAGE AVE
15,Street Traffic Circle Menu,W 66TH ST & S MARSHFIELD AVE,2020,9651.765,41210,W 66TH ST & S MARSHFIELD AVE
16,Bollard Menu,W 53RD ST & S DAMEN AVE,2022,1668.935,41255,W 53RD ST & S DAMEN AVE
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2017,5240.535,41265,S SPAULDING AVE & W 71ST ST
17,Alley Apron Menu,S SPAULDING AVE & W 71ST ST,2018,8613.26,41273,S SPAULDING AVE & W 71ST ST
17,Bollard Menu,W 71ST ST & S MARSHFIELD AVE,2021,431.125,41287,W 71ST ST & S MARSHFIELD AVE
21,Curb & Gutter Menu,W 90TH ST & S MARSHFIELD AVE,2020,12029.08,41364,W 90TH ST & S MARSHFIELD AVE
21,Sidewalk Menu,W 94TH ST & S THROOP ST,2020,16814.835,41370,W 94TH ST & S THROOP ST
21,Sidewalk Menu,W 91ST ST & S LOOMIS ST,2020,7148.975,41372,W 91ST ST & S LOOMIS ST
