"ward","type","location","year","est_cost","id","address"
3,"Traffic Signal Miscellaneous Menu","5342 S CALUMET AVE",2016,350.32,2922,"5342 S CALUMET AVE"
3,"Traffic Signal Miscellaneous Menu","5354 S CALUMET AVE",2016,350.32,2923,"5354 S CALUMET AVE"
3,"Traffic Signal Miscellaneous Menu","5405 S PRINCETON AVE",2016,350.32,2924,"5405 S PRINCETON AVE"
3,"Alley Resurfacing Menu","4532 S FORRESTVILLE AVE",2017,1146.26,2926,"4532 S FORRESTVILLE AVE"
3,"Alley Speed Hump Menu","4726 S SHIELDS AVE",2017,1400,2931,"4726 S SHIELDS AVE"
3,"Curb & Gutter Menu","1335 S INDIANA AVE",2017,15702.86,2935,"1335 S INDIANA AVE"
3,"Curb & Gutter Menu","4943 S DR MARTIN LUTHER KING JR DR",2017,23989.3,2936,"4943 S DR MARTIN LUTHER KING JR DR"
3,"Curb & Gutter Menu","1618 S PRAIRIE AVE",2017,9299.2,2937,"1618 S PRAIRIE AVE"
3,"Pavement Markings Menu","41 W 35TH ST",2017,2000,2940,"41 W 35TH ST"
3,"Sidewalk Menu","326 W 47TH ST",2017,17034.58,2946,"326 W 47TH ST"
3,"Sidewalk Menu","351 W 44TH PL",2017,30369.43,2947,"351 W 44TH PL"
3,"Alley Apron Menu","436 E 44TH ST",2018,30565.67,2961,"436 E 44TH ST"
3,"Floodlight Menu","42 E 29TH ST",2018,900,2971,"42 E 29TH ST"
3,"Miscellaneous CDOT Projects","445 E 45TH PL",2018,150,2978,"445 E 45TH PL"
3,"Sidewalk Menu","4710 S WABASH AVE",2018,3363.31,2986,"4710 S WABASH AVE"
3,"Sidewalk Menu","5540 S LA SALLE ST",2018,10300.83,2987,"5540 S LA SALLE ST"
3,"Sidewalk Menu","4931 S PRAIRIE AVE",2018,6977.14,2989,"4931 S PRAIRIE AVE"
3,"Sidewalk Menu","5219 S CALUMET AVE",2018,14357.52,2990,"5219 S CALUMET AVE"
3,"Sidewalk Menu","4430 S PRINCETON AVE",2018,25306.91,2991,"4430 S PRINCETON AVE"
3,"Sidewalk Menu","4430 S PRINCETON AVE",2018,4744.74,2993,"4430 S PRINCETON AVE"
3,"Sidewalk Menu","77 E 37TH PL",2018,2414.31,2994,"77 E 37TH PL"
3,"Curb & Gutter Menu","2931 S FEDERAL ST",2019,14646.81,3012,"2931 S FEDERAL ST"
3,"Miscellaneous CDOT Projects","542 E 47TH ST",2019,10533,3017,"542 E 47TH ST"
3,"Sidewalk Menu","4114 S MICHIGAN AVE",2019,27887.43,3023,"4114 S MICHIGAN AVE"
3,"Sidewalk Menu","4466 S WELLS ST",2019,22000.54,3025,"4466 S WELLS ST"
3,"Sidewalk Menu","1515 S INDIANA AVE",2019,18216.32,3028,"1515 S INDIANA AVE"
3,"Sidewalk Menu","3736 S MICHIGAN AVE",2019,27290.88,3029,"3736 S MICHIGAN AVE"
3,"Sidewalk Menu","346 E 53RD ST",2019,2792.43,3030,"346 E 53RD ST"
3,"Sidewalk Menu","3422 S PRAIRIE AVE",2019,1479.36,3031,"3422 S PRAIRIE AVE"
3,"Alley Resurfacing Menu","221 E 51ST ST",2020,22512.15,3065,"221 E 51ST ST"
3,"Concrete Alley Menu","4836 S CALUMET AVE",2020,14244.23,3071,"4836 S CALUMET AVE"
3,"Miscellaneous CDOT Projects","5305 S CALUMET AVE",2020,300,3074,"5305 S CALUMET AVE"
3,"Miscellaneous CDOT Projects","5241 S INDIANA AVE",2020,150,3075,"5241 S INDIANA AVE"
3,"Miscellaneous CDOT Projects","4826 S PRAIRIE AVE",2020,150,3076,"4826 S PRAIRIE AVE"
3,"Miscellaneous CDOT Projects","5402 S INDIANA AVE",2020,150,3077,"5402 S INDIANA AVE"
3,"Miscellaneous CDOT Projects","445 E 45TH PL",2020,150,3079,"445 E 45TH PL"
3,"Sidewalk Menu","341 W 42ND ST",2020,15801.59,3081,"341 W 42ND ST"
3,"Speed Indicator Signs","5422 S WELLS ST",2020,505,3084,"5422 S WELLS ST"
3,"Street Light Upgrade Menu","5134 S MICHIGAN AVE",2020,500,3087,"5134 S MICHIGAN AVE"
3,"Miscellaneous CDOT Projects","3300 S STATE ST",2021,660,3109,"3300 S STATE ST"
3,"Miscellaneous CDOT Projects","4712 S PRINCETON AVE",2021,150,3112,"4712 S PRINCETON AVE"
3,"Miscellaneous CDOT Projects","5301 S WENTWORTH AVE",2021,660,3115,"5301 S WENTWORTH AVE"
3,"Miscellaneous CDOT Projects","5334 S INDIANA AVE",2021,150,3117,"5334 S INDIANA AVE"
3,"Miscellaneous CDOT Projects","5420 S INDIANA AVE",2021,450,3118,"5420 S INDIANA AVE"
3,"Miscellaneous CDOT Projects","542 E 47TH ST",2021,150,3119,"542 E 47TH ST"
3,"Sidewalk Menu","3658 S WENTWORTH AVE",2021,20357,3123,"3658 S WENTWORTH AVE"
3,"Sidewalk Menu","4807 S PRAIRIE AVE",2021,12249.37,3125,"4807 S PRAIRIE AVE"
3,"Sidewalk Menu","5640 S PRINCETON AVE",2021,3812.48,3126,"5640 S PRINCETON AVE"
3,"Street Light Upgrade Menu","3423 S MICHIGAN AVE",2021,500,3134,"3423 S MICHIGAN AVE"
3,"Street Light Upgrade Menu","3664 S INDIANA AVE",2021,500,3135,"3664 S INDIANA AVE"
3,"Street Light Upgrade Menu","3804 S INDIANA AVE",2021,500,3136,"3804 S INDIANA AVE"
3,"Street Light Upgrade Menu","421 E 41ST ST",2021,259.76,3137,"421 E 41ST ST"
3,"Street Light Upgrade Menu","4319 S STATE ST",2021,500,3138,"4319 S STATE ST"
3,"Street Light Upgrade Menu","517 E 46TH PL",2021,500,3139,"517 E 46TH PL"
3,"Street Light Upgrade Menu","5439 S INDIANA AVE",2021,500,3140,"5439 S INDIANA AVE"
3,"Alley Speed Hump Menu","4314 S DR MARTIN LUTHER KING JR DR W",2022,700,3174,"4314 S DR MARTIN LUTHER KING JR DR W"
3,"Curb & Gutter Menu","338 W SWANN ST",2022,16918.55,3179,"338 W SWANN ST"
3,"Miscellaneous CDOT Projects","4049 S MICHIGAN AVE",2022,150,3181,"4049 S MICHIGAN AVE"
3,"Miscellaneous CDOT Projects","4207 S INDIANA AVE",2022,300,3182,"4207 S INDIANA AVE"
3,"Miscellaneous CDOT Projects","4713 S VINCENNES AVE",2022,300,3183,"4713 S VINCENNES AVE"
3,"Miscellaneous CDOT Projects","4715 S WABASH AVE",2022,150,3184,"4715 S WABASH AVE"
3,"Miscellaneous CDOT Projects","4930 S PRAIRIE AVE",2022,300,3185,"4930 S PRAIRIE AVE"
3,"Miscellaneous CDOT Projects","5160 S MICHIGAN AVE",2022,300,3186,"5160 S MICHIGAN AVE"
3,"Miscellaneous CDOT Projects","5327 S CALUMET AVE",2022,300,3187,"5327 S CALUMET AVE"
3,"Miscellaneous CDOT Projects","5327 S SHIELDS AVE",2022,150,3188,"5327 S SHIELDS AVE"
3,"Sidewalk Menu","1528 S WABASH AVE",2022,31292.31,3190,"1528 S WABASH AVE"
3,"Sidewalk Menu","1841 S CALUMET AVE",2022,2103.35,3191,"1841 S CALUMET AVE"
3,"Sidewalk Menu","324 W 42ND ST",2022,4632.64,3192,"324 W 42ND ST"
3,"Sidewalk Menu","347 W 42ND ST",2022,19835.8,3193,"347 W 42ND ST"
3,"Sidewalk Menu","4448 S MICHIGAN AVE",2022,5716.42,3194,"4448 S MICHIGAN AVE"
3,"Speed Indicator Signs","1808 S STATE ST",2022,11000,3195,"1808 S STATE ST"
3,"Street Light Upgrade Menu","15 E 37TH ST",2022,500,3199,"15 E 37TH ST"
3,"Street Light Upgrade Menu","1600 S INDIANA AVE",2022,500,3200,"1600 S INDIANA AVE"
3,"Street Light Upgrade Menu","3101 S MICHIGAN AVE",2022,500,3201,"3101 S MICHIGAN AVE"
3,"Street Light Upgrade Menu","3933 S INDIANA AVE",2022,500,3202,"3933 S INDIANA AVE"
3,"Street Light Upgrade Menu","4018 S INDIANA AVE",2022,500,3203,"4018 S INDIANA AVE"
3,"Street Light Upgrade Menu","4810 S INDIANA AVE",2022,500,3204,"4810 S INDIANA AVE"
3,"Street Light Upgrade Menu","4902 S INDIANA AVE",2022,500,3205,"4902 S INDIANA AVE"
3,"Street Light Upgrade Menu","4910 S INDIANA AVE",2022,500,3206,"4910 S INDIANA AVE"
3,"Street Light Upgrade Menu","4928 S INDIANA AVE",2022,500,3207,"4928 S INDIANA AVE"
3,"Street Resurfacing Menu","200 W 51ST ST",2022,17307.89,3208,"200 W 51ST ST"
4,"Miscellaneous-Other","1000 E 43 Street",2006,90000,3263,"1000 E 43 Street"
4,"Bollard Menu","516 E BOWEN AV",2007,2142,3266,"516 E BOWEN AV"
4,"Bollard Menu","4623 S ST LAWRENCE AV",2007,4284,3267,"4623 S ST LAWRENCE AV"
4,"Miscellaneous-Other","1000 E 43 rd Street",2007,257000,3294,"1000 E 43 rd Street"
4,"Bollard Menu","4716 S LANGLEY AV",2008,1428,3300,"4716 S LANGLEY AV"
4,"Miscellaneous-CDOT","329 E 35 th St",2008,300,3310,"329 E 35 th St"
4,"POD Camera","3901 S. Vincennes",2010,13000,3378,"3901 S. Vincennes"
4,"Alley Resurfacing Menu","4755 S DREXEL BLVD",2014,3281,3503,"4755 S DREXEL BLVD"
4,"Miscellaneous Other","4313 S EVANS AVE",2014,210,3512,"4313 S EVANS AVE"
4,"Miscellaneous Other","4516 S DREXEL BLVD",2014,14955,3513,"4516 S DREXEL BLVD"
4,"Traffic Signal","4826 S COTTAGE GROVE AVE",2014,255,3550,"4826 S COTTAGE GROVE AVE"
4,"Street Light Upgrade","910 E 40TH ST",2014,400,3552,"910 E 40TH ST"
4,"Street Light Upgrade","900 E 40TH ST",2014,400,3553,"900 E 40TH ST"
4,"Street Light Upgrade","916 E 40TH ST",2014,400,3554,"916 E 40TH ST"
4,"Street Light Upgrade","5026 S COTTAGE GROVE AVE",2014,400,3555,"5026 S COTTAGE GROVE AVE"
4,"Alley Resurfacing Menu","3932 S LAKE PARK AVE",2015,17487,3560,"3932 S LAKE PARK AVE"
4,"Curb & Gutter Menu","1012 E 47TH ST",2015,5748,3569,"1012 E 47TH ST"
4,"Street Bump Outs Menu","1461 E HYDE PARK BLVD",2015,9444,3577,"1461 E HYDE PARK BLVD"
4,"Traffic Signal","4000 S DREXEL BLVD",2015,230,3593,"4000 S DREXEL BLVD"
4,"Alley Apron Menu","4714 S EVANS AVE",2016,20929.68,3595,"4714 S EVANS AVE"
4,"Alley Resurfacing Menu","3932 S LAKE PARK AVE",2016,11296.44,3597,"3932 S LAKE PARK AVE"
4,"Alley Resurfacing Menu","4210 S LANGLEY AVE",2016,7530.83,3599,"4210 S LANGLEY AVE"
4,"Curb & Gutter Menu","4210 S LANGLEY AVE",2016,7513.53,3605,"4210 S LANGLEY AVE"
4,"Miscellaneous CDOT Projects","1000 E 43RD ST",2016,831,3610,"1000 E 43RD ST"
4,"Sidewalk Menu","1112 S WABASH AVE",2016,6539.65,3617,"1112 S WABASH AVE"
4,"Sidewalk Menu","4359 S ST LAWRENCE AVE",2016,13759.29,3619,"4359 S ST LAWRENCE AVE"
4,"Sidewalk Menu","1050 E 49TH ST",2016,5525.57,3621,"1050 E 49TH ST"
4,"Sidewalk Menu","705 E 40TH ST",2016,9008.53,3622,"705 E 40TH ST"
4,"Sidewalk Menu","3130 S GILES AVE",2016,5756.23,3623,"3130 S GILES AVE"
4,"Street Bump Outs Menu","1461 E HYDE PARK BLVD",2016,2374.05,3624,"1461 E HYDE PARK BLVD"
4,"Street Light Upgrade Menu","660 E 42ND ST",2016,450,3627,"660 E 42ND ST"
4,"Alley Resurfacing Menu","1312 E 53RD ST",2017,5553.01,3645,"1312 E 53RD ST"
4,"Alley Resurfacing Menu","4127 S ELLIS AVE",2017,3744.46,3646,"4127 S ELLIS AVE"
4,"Alley Resurfacing Menu","740 E 43RD ST",2017,10520.14,3648,"740 E 43RD ST"
4,"Concrete Alley Menu","554 E 51ST ST",2017,19354.19,3650,"554 E 51ST ST"
4,"Curb & Gutter Menu","4471 S OAKENWALD AVE",2017,30223.9,3651,"4471 S OAKENWALD AVE"
4,"Curb & Gutter Menu","4471 S OAKENWALD AVE",2017,13138.42,3652,"4471 S OAKENWALD AVE"
4,"Dearborn Park - Lighting Improvements","33 W POLK ST",2017,8200,3653,"33 W POLK ST"
4,"Dearborn Park - OEMC Camera","33 W POLK ST",2017,27011,3654,"33 W POLK ST"
4,"POD Camera","1163 E 43RD ST",2017,27011,3663,"1163 E 43RD ST"
4,"Sidewalk Menu","4007 S DREXEL BLVD",2017,1301.92,3667,"4007 S DREXEL BLVD"
4,"Sidewalk Menu","601 E BOWEN AVE",2017,56360.44,3668,"601 E BOWEN AVE"
4,"Sidewalk Menu","4800 S CHAMPLAIN AVE",2017,49495.13,3670,"4800 S CHAMPLAIN AVE"
4,"Street Light Upgrade Menu","4232 S COTTAGE GROVE AVE",2017,2000,3672,"4232 S COTTAGE GROVE AVE"
4,"Bus Pad","4227 S OAKENWALD AVE",2018,49575.14,3689,"4227 S OAKENWALD AVE"
4,"Curb & Gutter Menu","1310 E 49TH ST",2018,14321.54,3690,"1310 E 49TH ST"
4,"Curb & Gutter Menu","4930 S LANGLEY AVE",2018,11417.64,3691,"4930 S LANGLEY AVE"
4,"Curb & Gutter Menu","4471 S OAKENWALD AVE",2018,9545,3692,"4471 S OAKENWALD AVE"
4,"Miscellaneous CDOT Projects","4149 S DREXEL BLVD",2018,300,3697,"4149 S DREXEL BLVD"
4,"POD CAMERA - 4300 S. CHAMPLAIN","4300 S CHAMPLAIN AVE",2018,27011,3699,"4300 S CHAMPLAIN AVE"
4,"POD CAMERA - 5100 S. Lake Park Avenue","5100 S LAKE PARK AVE",2018,27011,3700,"5100 S LAKE PARK AVE"
4,"POD CAMERA - 4700 S. Woodlawn Ave","4700 S WOODLAWN AVE",2018,27011,3701,"4700 S WOODLAWN AVE"
4,"Sidewalk Menu","4201 S LANGLEY AVE",2018,25949.78,3702,"4201 S LANGLEY AVE"
4,"Roosevelt Park Path Lighting","62 W ROOSEVELT RD",2019,6500,3722,"62 W ROOSEVELT RD"
4,"Miscellaneous CDOT Projects","4222 S LANGLEY AVE",2019,150,3727,"4222 S LANGLEY AVE"
4,"Alley Apron Menu","600 E 42ND ST",2021,66743.26,3764,"600 E 42ND ST"
4,"Kenwood Park Benches","1330 E 50TH ST",2021,54000,3772,"1330 E 50TH ST"
4,"Kenwood Park - Infield Resizing","1330 E 50TH ST",2021,27140,3773,"1330 E 50TH ST"
4,"Miscellaneous CDOT Projects","401 E 35TH ST",2021,660,3774,"401 E 35TH ST"
4,"Miscellaneous CDOT Projects","4125 S DREXEL BLVD",2021,150,3775,"4125 S DREXEL BLVD"
4,"Miscellaneous CDOT Projects","4337 S LAKE PARK AVE",2021,150,3776,"4337 S LAKE PARK AVE"
4,"Miscellaneous CDOT Projects","4734 S INGLESIDE AVE",2021,17686.35,3777,"4734 S INGLESIDE AVE"
4,"Miscellaneous CDOT Projects","622 E 41ST ST",2021,4296.33,3779,"622 E 41ST ST"
4,"Miscellaneous CDOT Projects","863 E OAKWOOD BLVD",2021,150,3780,"863 E OAKWOOD BLVD"
4,"Pedestrian Refuge Island Menu","1306 E 47TH ST",2021,46650.21,3784,"1306 E 47TH ST"
4,"Printers Row Fountian Restoration","632 S DEARBORN ST",2021,35000,3785,"632 S DEARBORN ST"
4,"Sidewalk Menu","403 E 37TH ST",2021,24766.24,3786,"403 E 37TH ST"
4,"Street Bump Outs Menu","1111 S WABASH AVE",2021,6190.7,3788,"1111 S WABASH AVE"
4,"Street Cul-de-Sac Menu","4950 S GREENWOOD AVE",2021,30513.92,3792,"4950 S GREENWOOD AVE"
4,"1 PTZ Camera - 4021 S. Langley","4021 S LANGLEY AVE",2022,24776,3801,"4021 S LANGLEY AVE"
4,"1 PTZ Camera - 4300 S. Evans","4300 S EVANS AVE",2022,24776,3802,"4300 S EVANS AVE"
4,"1 PTZ Camera - Behind 4015 S. Vincennes","4015 S VINCENNES AVE",2022,24776,3803,"4015 S VINCENNES AVE"
4,"1 PTZ Camera - Behind 618 S 41st Street","618 E 41ST ST",2022,24776,3804,"618 E 41ST ST"
4,"Bus Pad","4352 S COTTAGE GROVE AVE",2022,30513.92,3808,"4352 S COTTAGE GROVE AVE"
4,"Bus Pad","932 E HYDE PARK BLVD",2022,7987.98,3809,"932 E HYDE PARK BLVD"
4,"Chamberlain Triangle Park - Permanent Plantings","4227 S GREENWOOD AVE",2022,15000,3810,"4227 S GREENWOOD AVE"
4,"Curb & Gutter Menu","4406 S LAKE PARK AVE",2022,23939.07,3812,"4406 S LAKE PARK AVE"
4,"Kenwood Park Black Top Replacement","1330 E 50TH ST",2022,60000,3813,"1330 E 50TH ST"
4,"Miscellaneous CDOT Projects","4125 S DREXEL BLVD",2022,5737.27,3815,"4125 S DREXEL BLVD"
4,"Miscellaneous CDOT Projects","604 E 42ND ST",2022,5648.15,3817,"604 E 42ND ST"
4,"Miscellaneous CDOT Projects","604 E BOWEN AVE",2022,11494.04,3818,"604 E BOWEN AVE"
4,"Miscellaneous CDOT Projects","620 E 41ST ST",2022,150,3819,"620 E 41ST ST"
4,"Miscellaneous CDOT Projects","622 E 41ST ST",2022,11737.45,3820,"622 E 41ST ST"
4,"Printers Row Fountain Restoration","632 S DEARBORN ST",2022,10000,3822,"632 S DEARBORN ST"
4,"Sidewalk Menu","4165 S ELLIS AVE",2022,12554.84,3823,"4165 S ELLIS AVE"
4,"Sidewalk Menu","4201 S BERKELEY AVE",2022,24718.58,3824,"4201 S BERKELEY AVE"
4,"Street Bump Outs Menu","4584 S OAKENWALD AVE",2022,13958.73,3828,"4584 S OAKENWALD AVE"
4,"Street Cul-de-Sac Menu","4950 S GREENWOOD AVE",2022,49486.08,3829,"4950 S GREENWOOD AVE"
5,"Bollard Menu","7158 E 72 ST",2006,647,3893,"7158 E 72 ST"
5,"Bollard Menu","6950 S KIMBARK AV",2006,647,3894,"6950 S KIMBARK AV"
5,"Bollard Menu","1537 E 73 ST",2007,2142,3959,"1537 E 73 ST"
5,"Bollard Menu","1412 E 76 ST",2007,514,3960,"1412 E 76 ST"
5,"Bollard Menu","7326 S KENWOOD AV",2007,714,3961,"7326 S KENWOOD AV"
5,"Bollard Menu","7818 S STONY ISLAND AV",2007,714,3962,"7818 S STONY ISLAND AV"
5,"Bollard Menu","7256 S DORCHESTER AV",2008,714,4027,"7256 S DORCHESTER AV"
5,"Bollard Menu","7326 S KENWOOD AV",2008,714,4028,"7326 S KENWOOD AV"
5,"Guardrail Menu","5650 S CORNELL DR",2008,3200,4031,"5650 S CORNELL DR"
5,"Street Lighting","6230 S. Stony Island",2008,500,4052,"6230 S. Stony Island"
5,"Street Lighting","6240 S. Stony Island",2008,500,4053,"6240 S. Stony Island"
5,"Bollard Menu","2374 E 71 ST",2009,2586,4076,"2374 E 71 ST"
5,"Bollard Menu","7056 S SOUTH SHORE DR",2009,647,4077,"7056 S SOUTH SHORE DR"
5,"Street Lighting","5555 S BLACKSTONE AVE",2011,350,4137,"5555 S BLACKSTONE AVE"
5,"Street Lighting","5547 S BLACKSTONE AVE",2011,350,4143,"5547 S BLACKSTONE AVE"
5,"Street Lighting","5539 S BLACKSTONE AVE",2011,350,4144,"5539 S BLACKSTONE AVE"
5,"Street Lighting","5543 S BLACKSTONE AVE",2011,350,4148,"5543 S BLACKSTONE AVE"
5,"Miscellaneous-Other","121 N LA SALLE ST",2011,647,4197,"121 N LA SALLE ST"
5,"Miscellaneous Other","7100 S CRANDON AVE",2013,2e+05,4228,"7100 S CRANDON AVE"
5,"Miscellaneous Other","7030 S EUCLID AVE",2013,515,4229,"7030 S EUCLID AVE"
5,"Miscellaneous Other","6700 S DORCHESTER AVE",2013,2e+05,4230,"6700 S DORCHESTER AVE"
5,"Sidewalk Menu","6745 S CONSTANCE AVE",2015,7367,4288,"6745 S CONSTANCE AVE"
5,"Sidewalk Menu","7300 S GREENWOOD AVE",2015,5551,4295,"7300 S GREENWOOD AVE"
5,"Miscellaneous CDOT Projects","1505 E 67TH PL",2016,531.77,4320,"1505 E 67TH PL"
5,"Traffic Signal Miscellaneous Menu","1507 E 67TH PL",2016,532,4343,"1507 E 67TH PL"
5,"Alley Apron Menu","911 E 54TH PL",2017,47637,4348,"911 E 54TH PL"
5,"Sidewalk Menu","6858 S CREGIER AVE",2017,21633.2,4356,"6858 S CREGIER AVE"
5,"Sidewalk Menu","6639 S MARYLAND AVE",2017,634.14,4357,"6639 S MARYLAND AVE"
5,"Alley Resurfacing Menu","6600 S KIMBARK AVE",2018,41276.26,4382,"6600 S KIMBARK AVE"
5,"Sidewalk Menu","5311 S MARYLAND AVE",2018,20822.34,4392,"5311 S MARYLAND AVE"
5,"Sidewalk Menu","6639 S MARYLAND AVE",2018,1330.91,4393,"6639 S MARYLAND AVE"
5,"Street Light Upgrade Menu","2305 E 70TH PL",2018,500,4395,"2305 E 70TH PL"
5,"Sidewalk Menu","6720 S BENNETT AVE",2019,5583.48,4423,"6720 S BENNETT AVE"
5,"Sidewalk Menu","1959 E 72ND PL",2019,3589.38,4425,"1959 E 72ND PL"
5,"Sidewalk Menu","1001 E 53RD ST",2019,14490,4427,"1001 E 53RD ST"
5,"Alley Apron Menu","2116 E 68TH ST",2021,8486.8,4450,"2116 E 68TH ST"
5,"Alley Apron Menu","5314 S HARPER AVE",2021,26004.26,4451,"5314 S HARPER AVE"
5,"1 POD Camera SW Corner 5300 South Woodlawn Avenue","5300 S WOODLAWN AVE",2022,24776,4470,"5300 S WOODLAWN AVE"
5,"Arterial Street Bump Outs Menu","5200 S HYDE PARK BLVD",2022,67348.44,4472,"5200 S HYDE PARK BLVD"
5,"Miscellaneous CDOT Projects","1465 E 69TH PL",2022,150,4476,"1465 E 69TH PL"
5,"Miscellaneous CDOT Projects","1558 E MARQUETTE RD",2022,660,4477,"1558 E MARQUETTE RD"
5,"Street Bump Outs Menu","5201 S CORNELL AVE",2022,5437.84,4480,"5201 S CORNELL AVE"
6,"Bollard Menu","201 E 87 ST",2005,1293,4494,"201 E 87 ST"
6,"Bollard Menu","558 E 75 ST",2007,647,4607,"558 E 75 ST"
6,"Bollard Menu","600 E 75 ST",2007,714,4608,"600 E 75 ST"
6,"Bollard Menu","6900 S PARNELL AV",2007,714,4609,"6900 S PARNELL AV"
6,"Bollard Menu","7258 S PRAIRIE AV",2007,1428,4610,"7258 S PRAIRIE AV"
6,"Bollard Menu","611 W 70 ST",2007,647,4611,"611 W 70 ST"
6,"Bollard Menu","7446 S EBERHART AV",2008,714,4661,"7446 S EBERHART AV"
6,"Bollard Menu","7912 S PRAIRIE AV",2008,1428,4662,"7912 S PRAIRIE AV"
6,"Guardrail Menu","6701 S NORMAL AV",2008,400,4664,"6701 S NORMAL AV"
6,"Bollard Menu","8312 S MICHIGAN AV",2009,1428,4698,"8312 S MICHIGAN AV"
6,"Miscellaneous-Other","121 N LA SALLE ST",2011,3076,4795,"121 N LA SALLE ST"
6,"Curb & Gutter Menu","7217 S MICHIGAN AVE",2015,958,4843,"7217 S MICHIGAN AVE"
6,"Curb & Gutter Menu","7949 S VERNON AVE",2015,7585,4846,"7949 S VERNON AVE"
6,"Ryan Harris Park Playground","6700 S LOWE AVE",2016,2e+05,4857,"6700 S LOWE AVE"
6,"Sidewalk Menu","611 W 70TH ST",2016,36570.46,4858,"611 W 70TH ST"
6,"Sidewalk Menu","7601 S EVANS AVE",2016,23215.42,4860,"7601 S EVANS AVE"
6,"Alley Apron Menu","7129 S PRAIRIE AVE",2017,34095.98,4883,"7129 S PRAIRIE AVE"
6,"Sidewalk Menu","1434 W 71ST PL",2017,13372.73,4889,"1434 W 71ST PL"
6,"Sidewalk Menu","38 W 77TH PL",2017,18571.58,4890,"38 W 77TH PL"
6,"Alley Speed Hump Menu","315 E 75TH ST",2018,700,4910,"315 E 75TH ST"
6,"Sidewalk Menu","759 E 69TH PL",2018,34863.98,4917,"759 E 69TH PL"
6,"Alley Apron Menu","8644 S CALUMET AVE",2019,33799.97,4937,"8644 S CALUMET AVE"
6,"Alley Apron Menu","8645 S CALUMET AVE",2019,33799.97,4938,"8645 S CALUMET AVE"
6,"Curb & Gutter Menu","7320 S LAFAYETTE AVE",2019,9179.08,4941,"7320 S LAFAYETTE AVE"
6,"Curb & Gutter Menu","8035 S INDIANA AVE",2019,9377.91,4942,"8035 S INDIANA AVE"
6,"POD CAMERA - 130 EAST 71ST ST","130 E 71ST ST",2019,24776,4944,"130 E 71ST ST"
6,"Street Light Upgrade Menu","108 E 83RD ST",2019,500,4947,"108 E 83RD ST"
6,"1 POD Camera: 7527 S. Prairie Ave","7527 S PRAIRIE AVE",2020,24776,4973,"7527 S PRAIRIE AVE"
6,"Sidewalk Menu","203 E 75TH ST",2020,28419.95,4974,"203 E 75TH ST"
6,"Sidewalk Menu","224 E 86TH ST",2021,12179.21,4998,"224 E 86TH ST"
6,"Sidewalk Menu","455 E 82ND ST",2021,9797.2,4999,"455 E 82ND ST"
6,"Sidewalk Menu","6601 S ABERDEEN ST",2021,23167.69,5000,"6601 S ABERDEEN ST"
6,"Sidewalk Menu","7134 S WABASH AVE",2021,8880.07,5001,"7134 S WABASH AVE"
6,"Sidewalk Menu","7601 S VERNON AVE",2021,13715.94,5003,"7601 S VERNON AVE"
6,"Sidewalk Menu","7658 S PERRY AVE",2021,25061.47,5004,"7658 S PERRY AVE"
6,"Sidewalk Menu","7709 S ST LAWRENCE AVE",2021,4284.15,5005,"7709 S ST LAWRENCE AVE"
6,"Sidewalk Menu","8206 S PRAIRIE AVE",2021,6665.52,5006,"8206 S PRAIRIE AVE"
6,"Sidewalk Menu","8350 S COTTAGE GROVE AVE",2021,36323.92,5007,"8350 S COTTAGE GROVE AVE"
6,"Street Light Upgrade Menu","438 E 75TH ST",2021,500,5013,"438 E 75TH ST"
6,"Street Light Upgrade Menu","445 E 75TH ST",2021,500,5014,"445 E 75TH ST"
6,"1 PTZ Camera - NW 7558 S Calumet Ave","7558 S CALUMET AVE",2022,24776,5030,"7558 S CALUMET AVE"
6,"Alley Apron Menu","7511 S ST LAWRENCE AVE",2022,12388.76,5031,"7511 S ST LAWRENCE AVE"
6,"Miscellaneous CDOT Projects","501 E 78TH ST",2022,415.86,5036,"501 E 78TH ST"
6,"Sidewalk Menu","102 W 77TH ST",2022,5440.63,5039,"102 W 77TH ST"
6,"Sidewalk Menu","316 E 69TH PL",2022,3697.83,5040,"316 E 69TH PL"
6,"Sidewalk Menu","52 W 78TH PL",2022,4129.76,5043,"52 W 78TH PL"
6,"Sidewalk Menu","7240 S INDIANA AVE",2022,2902.74,5045,"7240 S INDIANA AVE"
6,"Sidewalk Menu","7409 S GREEN ST",2022,6769.07,5046,"7409 S GREEN ST"
6,"Sidewalk Menu","7445 S STATE ST",2022,24797.58,5047,"7445 S STATE ST"
6,"Sidewalk Menu","7704 S EBERHART AVE",2022,2233.03,5050,"7704 S EBERHART AVE"
6,"Sidewalk Menu","8331 S VERNON AVE",2022,4597.1,5051,"8331 S VERNON AVE"
6,"Sidewalk Menu","8509 S ST LAWRENCE AVE",2022,4798,5052,"8509 S ST LAWRENCE AVE"
6,"Sidewalk Menu","8621 S INDIANA AVE",2022,3651.63,5053,"8621 S INDIANA AVE"
7,"Bollard Menu","7101 S YATES BV",2006,2586,5132,"7101 S YATES BV"
7,"Bollard Menu","9241 S ESSEX AV",2007,630,5156,"9241 S ESSEX AV"
7,"Bollard Menu","10015 S PAXTON AV",2007,714,5157,"10015 S PAXTON AV"
7,"Guardrail Menu","8000 S ESSEX AV",2007,1211,5163,"8000 S ESSEX AV"
7,"Bollard Menu","2534 E 83 ST",2008,647,5235,"2534 E 83 ST"
